Month,Year,Rainfall,WPI
4,2020,140,235.54038461538462
5,2020,180,236.73346153846157
6,2020,200,531.0316666666666
7,2020,120,261.2192
8,2020,80,268.8795833333333
9,2020,150,180.12250000000003
10,2020,150,148.67636363636365
11,2020,50,140.0016
12,2020,20,196.1813636363636
1,2021,15,194.0882142857143
2,2021,30,205.25782608695653
3,2021,80,189.0832
4,2021,140,227.6563157894737
5,2021,180,243.4770588235294
6,2021,200,297.34315789473686
7,2021,120,361.3489473684211
8,2021,80,274.8015
9,2021,150,226.91400000000002
10,2021,150,148.03055555555554
11,2021,50,204.1478947368421
12,2021,20,238.35454545454547
1,2022,15,254.85949999999997
2,2022,30,352.1446153846154
3,2022,80,341.12894736842105
4,2022,140,352.91545454545457
5,2022,180,301.4888888888889
6,2022,200,403.3418181818182
7,2022,120,405.93380952380954
8,2022,80,388.54062500000003
9,2022,150,436.505625
10,2022,150,244.78263157894736
11,2022,50,385.45681818181816
12,2022,20,388.11375
1,2023,15,358.0916666666667
2,2023,30,393.900625
3,2023,80,366.8453846153846
4,2023,140,416.6363636363636
5,2023,180,332.80514285714287
6,2023,200,330.51785714285717
7,2023,120,472.2486666666666
